PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
6963121;"Naves Español en Matadero";"Con la apertura de las Naves del Español se inauguró una nueva era en la producción y exhibición de las artes escénicas en Madrid. Las Naves se presentaron como un espacio abierto a la reflexión y experimentación a todas las propuestas más vanguardistas atendiendo a sus espacios configurables. Para la elección de estas naves y su adecuación como espacio escénico el Ayuntamiento de Madrid contó con la colaboración de Jean-Guy Lecat, escenógrafo francés mundialmente conocido por sus sorprendentes montajes para directores como Peter Brook, Jorge Lavelli o Darío Fo entre otros.  Jean-Guy Lecat junto al director, en aquellos momentos, del Teatro Español, Mario Gas y el director técnico Francisco Fontanals, realizaron el proyecto que definía la transformación de estas naves industriales en el centro de artes escénicas: las Naves del Español. El resultado fue un espacio teatral conformado por las naves: 10, 11 y 12, unidas entre sí. En la Nave 12 se encuentra el Café teatro donde se puede disfrutar de la programación de espectáculos musicales de pequeño formato y además sirve de foyer o vestíbulo de entrada a la Nave 11 donde se ubica la Sala Fernando Arrabal. Una sala polivalente con más de 600 localidades entorno a la cual se disponen camerinos, salas de trabajo técnico y almacenes. La Nave 10 se inauguró en septiembre de 2010, en ella se alberga, un gran espacio expositivo, dos espléndidas salas de ensayos y la Sala Max Aub, un espacio escénico plurivalente con capacidad para más de 300 butacas.Desde su apertura las Naves del Español han sido regidas por Mario Gas, Natalio Grueso, Juan Carlos Pérez de la Fuente y Mateo Feijoo. Desde el año 2019 están bajo la dirección de Natalia Menéndez y Luis Luque.  La representación ha sido continuada desde su apertura pasando por sus dependencias las personas más destacadas y relevantes de la dramaturgia, dirección, interpretación, escenografía, iluminación, vestuario&amp;hellip; del teatro de este país y del mundo. Además de las salas de exhibición se cuenta con aulas y espacios utilizados para uso público con diferentes servicios como realizar e impartir cursos, talleres, charlas, encuentros y exposiciones.";"";"La Nave 10 se inauguró en septiembre de 2010. En ella se alberga un gran espacio expositivo, dos espléndidas salas de ensayos y la Sala Max Aub, un espacio escénico plurivalente con capacidad para más de 300 butacas.En la Nave 11 se ubica la Sala Fernando Arrabal. Una sala polivalente con más de 600 localidades entorno a la cual se disponen camerinos, salas de trabajo técnico y almacenes.En la Nave 12 se encuentra el Café teatro donde se puede disfrutar de la programación de espectáculos musicales de pequeño formato y además sirve de foyer o vestíbulo de entrada a la Nave 11.";"Metro: Legazpi (líneas 6, 3)Bus: 6 , 8 , 18 , 19 , 45 , 78 , 148Renfe: EmbajadoresBicimad: Estación 165 (Paseo Chopera, 14)";"Venta de entradas  En taquilla de Naves Matadero: De martes a viernes de 17:30 a 20:30 horas (o inicio de la función)Sábados, domingos y festivos con actividad 2 horas antes de la función. Lunes cerrado. En el Centro de información turística de la Plaza Mayor: De martes a domingo de 10:30 a 14:30 y de 16:30 a 20:30 horas. Lunes cerrado. En la web:  https://teatroespanol.shop.secutix.com/list/events   Información de interés:  Una vez comenzada la representación no se permite el acceso a la sala. El servicio de bar del Café Naves Matadero, está abierto al público de 10 a 24 horas de manera ininterrumpida.Se recuerda a los espectadores que los asientos de Naves del Español en Matadero están instalados sobre gradas.Por favor, conserve su entrada hasta el final del espectáculo. Es necesario mostrarla si sale de las Naves.Todas las invitaciones tienen un coste de 3 euros. Esta recaudación, se destinará a apoyar el Programa de Becas del Teatro Español y Naves del Español en Matadero.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4582ee06ea5ee310VgnVCM2000000c205a0aRCRD";"CHOPERA";"PASEO";"V";"14";"";"";"";"";"MADRID";"MADRID";"28045";"CHOPERA";"ARGANZUELA";"440825";"4471546";"40.39241374953321";"-3.697247685884226";"913 184 528 (taquilla) / 913 184 700 (información al espectador de venta on-line)";"";"";"/contenido/entidadesYorganismos/Teatros"; 
109277;"Nuevo Teatro Alcalá";"La sala, situada en un edificio con un gran valor arquitectónico, nació bajo el nombre de Coliseo Pardiñas en 1927 y fue obra de Luis Ferrero. Posteriormente se llamó Coliseo Alcalá, más tarde Teatro Alcalá Palace y, actualmente, Nuevo Teatro Alcalá, en el que se representan algunos de los musicales más importantes de la cartelera española.Bajo el nombre de Alcalá Palace vivió años de esplendor, con una programación llena de importantes zarzuelas y destacadas figuras del flamenco. En 1975 se estrenó el musical 'Jesucristo Superstar', de Andrew Lloyd Weber, un exitoso, a la vez que polémico, musical representado por Camilo Sesto y Ángela Carrasco.Después de catorce años cerrado, en 2001 el empresario Alejandro Romay, junto con la arquitecta Margarita Massó, levantó el actual Nuevo Teatro Alcalá.El nuevo teatro cuenta con dos salas. La sala principal es la más grande. Cuenta con una disposición tradicional a la italiana, con un gran patio de butacas, dos anfiteatros y varios palcos, gozando de buena visibilidad en todos sus ángulos. La sala 2 es un espacio polivalente ubicado en el subsuelo del edificio. Tiene una disposición y estilo más modernos, perfecta para acoger obras de corte más vanguardista así como representaciones para el público infantil.";"";"";"Metro: Príncipe de Vergara (líneas 2 y 9), Goya (líneas 2 y 4). Bus: 146, 152, 15, 29, C1, 52, 30, 43, 21, 53, 215, 26, 61. Bicimad: Estación 97 (avenida Menéndez Pelayo, 3), Estación 98 (plaza de Felipe II). Aparcamiento: calle Velázquez y calle Jorge Juan (43).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b18d8c7c0f91f010VgnVCM1000000b205a0aRCRD";"JORGE JUAN";"CALLE";"V";"62";"";"";"";"";"MADRID";"MADRID";"28009";"GOYA";"SALAMANCA";"442464";"4474973";"40.42340075550414";"-3.678258596986864";"914 264 779";"914 352 270";"programación@somproduce.com";"/contenido/entidadesYorganismos/Teatros"; 
7875490;"Off Latina";"Este espacio cultural se encuentra situado en pleno corazón de Madrid, en el barrio de La Latina. En él se puede disfrutar de diferentes espectáculos de teatro, danza y música, en especial jazz y flamenco.El local tiene una superficie de 320 metros cuadrados repartidos en tres zonas bien diferenciadas: la planta principal, donde se encuentra el bar, la cava alta donde se sitúa el teatro, y la cava baja, antigua carbonería del siglo XVII reservada para los eventos más íntimos y especiales.";"";"";"Metro: La Latina (línea 5). Bus: 60, 31, 50, 65. Bicimad: Estación 38 (carrera de San Francisco, 1).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=23b5c6f83ef4b410VgnVCM1000000b205a0aRCRD";"MANCEBOS";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28005";"PALACIO";"CENTRO";"439592";"4473735";"40.41204479812585";"-3.7119825698992885";"605 755 758";"";"sala@offlatina.com";"/contenido/entidadesYorganismos/Teatros"; 
10140094;"Pequeño Teatro Gran Vía";"Esta pequeña sala se emplaza en el epicentro teatral de Madrid, en plena Gran Vía, en la planta baja del Teatro EDP Gran Vía. Cuenta con una capacidad de 300 localidades y está completamente equipada para cubrir las necesidades escénicas que requieren las compañías teatrales.  Su programación está especializada en obras humorísticas y comedias.";"";"";"Metro: Plaza de España (líneas 3, 10), Santo Domingo (línea 2).Bus: 148, 3, 46, 75, 133, 44, 147, 001, 1, 2, 74, 25, 146.Bicimad: Estación 16 (calle San Bernardo, 22).Aparcamientos: calle Isabel la Católica (98),  Mostenses (50) (plaza Mostenses).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=50efbe5ec3747510VgnVCM1000001d4a900aRCRD";"GRAN VIA";"CALLE";"V";"66";"";"";"";"";"MADRID";"MADRID";"28013";"UNIVERSIDAD";"CENTRO";"439859";"4474883";"40.42240577324947";"-3.7089562066882342";"915 415 569";"";"info@gruposmedia.es";"/contenido/entidadesYorganismos/Teatros"; 
124469;"Réplika Teatro";"Espacio teatral contemporáneo, multifuncional, con una configuración cambiante al servicio de las necesidades artísticas de cada obra y dispuesta en función de la percepción óptima del espectador; se trata de un espacio despojado de adornos innecesarios.La sala cuenta también con una escuela de arte dramático, con cursos para todas las edades, donde se estudian diversas técnicas de interpretación y que es, desde su fundación, la verdadera cantera de su compañía profesional.";"";"";"Metro: Guzmán el Bueno (líneas 6, 7). Bus: 45, C2, F, C1.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4d86051c8d91f010VgnVCM1000000b205a0aRCRD";"EXPLANADA";"CALLE";"V";"14";"";"";"";"";"MADRID";"MADRID";"28040";"CIUDAD UNIVERSITARIA";"MONCLOA-ARAVACA";"439637";"4477750";"40.44821880668578";"-3.7118246776358195";"915 350 570";"";"teatro@replikateatro.com";"/contenido/entidadesYorganismos/Teatros"; 
10035099;"Sala Arapiles 16";"Ubicado en la antigua sala El Sol de York, este espacio teatral centrado en la formación de actores (dependiente de la Universidad Internacional de la Rioja UNIR Escuela de Actores) acoge una variada programación así como sirve para exponer producciones propias en las que poder disfrutar del trabajo de los alumnos de la escuela.Esta sala cuenta con una capacidad para 164 personas y formato de teatro a la italiana.";"";"";"Metro: Quevedo (línea 2). Bus: 16, 61. Bicimad: Estación 127 (calle Fernando el Católico, 127).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9827c620420f3510VgnVCM1000001d4a900aRCRD";"ARAPILES";"CALLE";"V";"16";"";"";"";"";"MADRID";"MADRID";"28015";"ARAPILES";"CHAMBERI";"439935";"4476072";"40.43312718155775";"-3.708159572592643";"914 678 525";"";"arapiles16@unir.net";"/contenido/entidadesYorganismos/Teatros"; 
7093690;"Sala Azarte";"Esta sala, situada en pleno barrio de Chueca, es un espacio de creación, formación y exhibición para artistas y grupos provenientes de todos los ámbitos de la cultura.";"";"";"Metro: Chueca (línea 5). Bus: 3. Bicimad: Estaciones 58 (calle Augusto Figueroa, 33) y 18 (plaza de Pedro Zerolo). Aparcamientos: Plaza Pedro Zerolo (71), Mercado San Antón (94).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e2708ff0d6201410VgnVCM2000000c205a0aRCRD";"SAN MARCOS";"CALLE";"V";"19";"";"";"";"";"MADRID";"MADRID";"28004";"JUSTICIA";"CENTRO";"440756";"4474766";"40.42140719770071";"-3.698360306512048";"915 226 768";"";"info@azarte.com";"/contenido/entidadesYorganismos/Teatros"; 
7875358;"Sala de Teatro La Escalera de Jacob";"Situada en el barrio de Lavapiés se encuentra esta sala de teatro alternativo, una de las más emblemáticas de la ciudad. En su programación no sólo tiene cabida el teatro (para todas las edades), sino que también se puede disfrutar de cine, magia, conciertos o talleres. Además, cuenta con un bar con terraza abierta en temporada de verano donde poder degustar cócteles y celebrar eventos particulares o de empresas.";"";"";"Metro: Lavapies (línea 3).Bus: M1.Bicimad: Estaciones 43 (calle Lavapiés, 34-36) y 53 (calle Valencia, 1).Aparcamiento: Garaje Amparo (75) (calle Amparo).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=824ac6f83ef4b410VgnVCM1000000b205a0aRCRD";"LAVAPIES";"CALLE";"V";"9";"";"";"";"";"MADRID";"MADRID";"28012";"EMBAJADORES";"CENTRO";"440367";"4473650";"40.411337615129355";"-3.7028377820426464";"625 721 745";"";"info@laescaleradejacob.es";"/contenido/entidadesYorganismos/Teatros"; 
7093521;"Sala de teatro. La Usina";"Este local es, a la vez, una sala teatral y un espacio de formación donde todos sus profesores son profesionales del ámbito teatral, ya sean actores, directores o dramaturgos. Se caracteriza por ser un lugar de creación e investigación, donde los alumnos pueden desarrollar con libertad y autonomía sus propios proyectos teatrales.Su programación estable se renueva constantemente, a partir de una selección cuidada de proyectos teatrales innovadores y de calidad. Combina producciones propias, con espectáculos de compañías emergentes y consolidadas, en busca de ofrecer el mejor teatro, ocupando un lugar destacado las obras dedicadas al público infantil.";"";"";"Metro: Embajadores (línea 3). Bus: 148, 60, 78, 55, 59, 6, 85. Cercanías Renfe: Embajadores (línea C5). Bicimad: Estación 121 (paseo Santa María de la Cabeza, 58).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2f408e01a3201410VgnVCM2000000c205a0aRCRD";"PALOS DE LA FRONTERA";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28012";"PALOS DE MOGUER";"ARGANZUELA";"440590";"4472681";"40.402621678076535";"-3.7001223561771193";"914 684 754";"";"info@lausina.es";"/contenido/entidadesYorganismos/Teatros"; 
1983;"Sala el Montacargas";"";"";"";"Metro: Puerta del Ángel (Línea 6).Bus: 138, 31, 33, 36, 39, 65.";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8a2a8c7c0f91f010VgnVCM1000000b205a0aRCRD";"ANTILLON";"CALLE";"V";"19";"";"";"";"";"MADRID";"MADRID";"28011";"PUERTA DEL ANGEL";"LATINA";"438241";"4473716";"40.411774419017874";"-3.727914502030771";"915 261 173";"915 261 173";"elmontacargas@yahoo.es";"/contenido/entidadesYorganismos/Teatros"; 
10511563;"Sala Intemperie Teatro";"Junto a la Plaza del Dos de Mayo, este espacio cultural, dirigido y gestionado por la productora teatral Intemperie Producciones, pretende ser un lugar de exhibición de las artes escénicas y punto de encuentro para los profesionales del teatro, espectadores, aficionados y amigos del barrio de Malasaña. Entre sus peculiaridades se encuentra que, a pesar de ser una sala Off, mantendrá una programación regular de tres días por semana durante un mes de representaciones, sin doble función.";"";"";"Metro: Bilbao (líneas 1 y 4), Noviciado (líneas 2, 3 y 19), San Bernando (líneas 2 y 4), Tribunal (líneas 1 y 10). Bus: 002, 40, 149. Bicimad: Estación 11 (calle San Andrés 18).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6fc8459f66cee510VgnVCM2000001f4a900aRCRD";"VELARDE";"CALLE";"V";"15";"";"";"";"";"MADRID";"MADRID";"28004";"UNIVERSIDAD";"CENTRO";"440336";"4475367";"40.42680810753587";"-3.7033578831789087";"910 176 802";"";"info@intemperieteatro.com";"/contenido/entidadesYorganismos/Teatros"; 
7246699;"Sala Nave 73";"Nave 73 es un centro de creación multicultural en donde la innovación y exhibición escénica son el pilar central. En él se fusiona la formación con la programación de diferentes  actividades artísticas, sociales y comunicativas, proporcionando un punto de encuentro entre diferentes ramas en donde se pueda ofrecer una solución integral a las necesidades de la era digital.";"";"";"Metro: Embajadores (línea 3), Palos de la frontera (línea 3). Bus: 59, 6, 85, 148, 60, 78, 55. Cercanías Renfe: Embajadores (línea C5). Bicimad: Estación 121 (paseo de Santa María de la Cabeza, 58).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5d5b051dbc673410VgnVCM2000000c205a0aRCRD";"PALOS DE LA FRONTERA";"CALLE";"V";"5";"";"";"";"";"MADRID";"MADRID";"28012";"PALOS DE MOGUER";"ARGANZUELA";"440712";"4472741";"40.40316180456706";"-3.6987020172137433";"917 049 583";"";"info@nave73.es";"/contenido/entidadesYorganismos/Teatros"; 
11083811;"Sala Rociera Alcalá 202";"Situado en la calle de Alcalá, justo enfrente de la Plaza de Toros de Las Ventas, se encuentra esta sala rociera. Se trata de un local que pretende convertirse en un punto de encuentro para los aficionados a la lidia y al flamenco.En la sala suenan fundamentalmente sevillanas, intercalando algunas rumbas de vez en cuando. De forma esporádica hay actuaciones en directo y también de forma puntual se organizan actividades como tertulias taurinas, concursos de baile y fotografía, desfiles de moda flamenca, etcétera.";"";"";"Metro: Ventas (líneas 2 y 5).Bus: 106, 110, 146, 210, 38, 21, 53, 12.Bicimad: Estación 187 (Alejandro González, 1).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f9a7c8897cfee610VgnVCM2000001f4a900aRCRD";"ALCALA";"CALLE";"V";"202";"";"";"";"";"MADRID";"MADRID";"28028";"FUENTE DEL BERRO";"SALAMANCA";"443722";"4475748";"40.43046949095874";"-3.663486452163548";"913 560 292";"";"";"/contenido/entidadesYorganismos/Teatros"; 
